Año;Mes;Mesid;Tipo barco;idtipobarco;Cabotajeoexterior;Idcabotajeoexterior;Escalas;ESC GT
2015;201501;1;Tancs;11;Cabotatge;C;8;68.596
2015;201501;1;Tancs;11;Exterior;E;61;1.150.309
2015;201501;1;Granelers;12;Exterior;E;14;242.373
2015;201501;1;Càrrega (Lo-Lo);13;Cabotatge;C;1;4.942
2015;201501;1;Càrrega (Lo-Lo);13;Exterior;E;46;215.315
2015;201501;1;Petroliers;14;Exterior;E;3;113.541
2015;201501;1;Transbordadors;15;Cabotatge;C;99;2.329.008
2015;201501;1;Transbordadors;15;Exterior;E;62;2.540.938
2015;201501;1;Passatge;16;Exterior;E;25;2.573.507
2015;201501;1;Portacontenidors;17;Cabotatge;C;22;248.255
2015;201501;1;Portacontenidors;17;Exterior;E;140;5.854.741
2015;201501;1;Ro-Ro;20;Cabotatge;C;5;52.355
2015;201501;1;Ro-Ro;20;Exterior;E;24;814.352
2015;201501;1;Car-carrier;21;Cabotatge;C;4;60.896
2015;201501;1;Car-carrier;21;Exterior;E;39;1.519.344
2015;201502;2;Tancs;11;Cabotatge;C;3;17.061
2015;201502;2;Tancs;11;Exterior;E;50;931.128
2015;201502;2;Granelers;12;Cabotatge;C;1;19.712
2015;201502;2;Granelers;12;Exterior;E;10;269.849
2015;201502;2;Càrrega (Lo-Lo);13;Cabotatge;C;2;7.790
2015;201502;2;Càrrega (Lo-Lo);13;Exterior;E;32;114.027
2015;201502;2;Petroliers;14;Exterior;E;2;52.353
2015;201502;2;Transbordadors;15;Cabotatge;C;97;2.065.263
2015;201502;2;Transbordadors;15;Exterior;E;66;2.644.708
2015;201502;2;Passatge;16;Exterior;E;18;1.939.994
2015;201502;2;Portacontenidors;17;Cabotatge;C;24;362.674
2015;201502;2;Portacontenidors;17;Exterior;E;128;5.760.611
2015;201502;2;Ro-Ro;20;Cabotatge;C;2;20.942
2015;201502;2;Ro-Ro;20;Exterior;E;25;768.162
2015;201502;2;Car-carrier;21;Cabotatge;C;4;60.896
2015;201502;2;Car-carrier;21;Exterior;E;44;1.951.221
2015;201503;3;Tancs;11;Cabotatge;C;3;35.656
2015;201503;3;Tancs;11;Exterior;E;65;917.723
2015;201503;3;Granelers;12;Exterior;E;5;170.587
2015;201503;3;Càrrega (Lo-Lo);13;Cabotatge;C;1;4.942
2015;201503;3;Càrrega (Lo-Lo);13;Exterior;E;48;192.009
2015;201503;3;Petroliers;14;Exterior;E;5;341.781
2015;201503;3;Transbordadors;15;Cabotatge;C;108;2.432.976
2015;201503;3;Transbordadors;15;Exterior;E;73;2.936.447
2015;201503;3;Passatge;16;Cabotatge;C;1;15.067
2015;201503;3;Passatge;16;Exterior;E;25;2.645.542
2015;201503;3;Portacontenidors;17;Cabotatge;C;24;356.531
2015;201503;3;Portacontenidors;17;Exterior;E;151;6.597.037
2015;201503;3;Ro-Ro;20;Cabotatge;C;6;83.353
2015;201503;3;Ro-Ro;20;Exterior;E;35;1.220.805
2015;201503;3;Car-carrier;21;Cabotatge;C;4;60.896
2015;201503;3;Car-carrier;21;Exterior;E;50;2.176.282
2015;201504;4;Tancs;11;Cabotatge;C;5;38.576
2015;201504;4;Tancs;11;Exterior;E;57;917.567
2015;201504;4;Granelers;12;Exterior;E;9;258.045
2015;201504;4;Càrrega (Lo-Lo);13;Cabotatge;C;2;8.738
2015;201504;4;Càrrega (Lo-Lo);13;Exterior;E;47;210.653
2015;201504;4;Petroliers;14;Exterior;E;4;218.390
2015;201504;4;Transbordadors;15;Cabotatge;C;117;2.720.197
2015;201504;4;Transbordadors;15;Exterior;E;72;2.916.417
2015;201504;4;Passatge;16;Cabotatge;C;7;330.362
2015;201504;4;Passatge;16;Exterior;E;72;5.881.892
2015;201504;4;Portacontenidors;17;Cabotatge;C;28;534.246
2015;201504;4;Portacontenidors;17;Exterior;E;161;6.719.780
2015;201504;4;Ro-Ro;20;Cabotatge;C;7;73.297
2015;201504;4;Ro-Ro;20;Exterior;E;31;880.590
2015;201504;4;Car-carrier;21;Cabotatge;C;5;76.120
2015;201504;4;Car-carrier;21;Exterior;E;48;2.031.948
2015;201505;5;Tancs;11;Cabotatge;C;8;48.729
2015;201505;5;Tancs;11;Exterior;E;65;1.026.320
2015;201505;5;Granelers;12;Exterior;E;11;323.729
2015;201505;5;Càrrega (Lo-Lo);13;Cabotatge;C;1;3.911
2015;201505;5;Càrrega (Lo-Lo);13;Exterior;E;57;250.043
2015;201505;5;Petroliers;14;Exterior;E;4;207.161
2015;201505;5;Transbordadors;15;Cabotatge;C;119;2.987.440
2015;201505;5;Transbordadors;15;Exterior;E;76;3.059.541
2015;201505;5;Passatge;16;Cabotatge;C;5;327.266
2015;201505;5;Passatge;16;Exterior;E;90;7.819.084
2015;201505;5;Portacontenidors;17;Cabotatge;C;20;227.863
2015;201505;5;Portacontenidors;17;Exterior;E;174;6.940.252
2015;201505;5;Ro-Ro;20;Cabotatge;C;8;178.903
2015;201505;5;Ro-Ro;20;Exterior;E;37;1.248.823
2015;201505;5;Car-carrier;21;Cabotatge;C;5;81.112
2015;201505;5;Car-carrier;21;Exterior;E;56;2.324.151
2015;201506;6;Tancs;11;Cabotatge;C;4;24.595
2015;201506;6;Tancs;11;Exterior;E;63;958.744
2015;201506;6;Granelers;12;Exterior;E;7;235.315
2015;201506;6;Càrrega (Lo-Lo);13;Cabotatge;C;3;10.537
2015;201506;6;Càrrega (Lo-Lo);13;Exterior;E;55;293.318
2015;201506;6;Petroliers;14;Exterior;E;3;146.802
2015;201506;6;Transbordadors;15;Cabotatge;C;150;3.989.946
2015;201506;6;Transbordadors;15;Exterior;E;77;3.040.756
2015;201506;6;Passatge;16;Cabotatge;C;4;62.184
2015;201506;6;Passatge;16;Exterior;E;64;6.376.496
2015;201506;6;Portacontenidors;17;Cabotatge;C;20;194.170
2015;201506;6;Portacontenidors;17;Exterior;E;163;7.401.532
2015;201506;6;Ro-Ro;20;Cabotatge;C;5;120.099
2015;201506;6;Ro-Ro;20;Exterior;E;32;1.055.375
2015;201506;6;Car-carrier;21;Cabotatge;C;5;82.039
2015;201506;6;Car-carrier;21;Exterior;E;53;2.129.211
2015;201507;7;Tancs;11;Cabotatge;C;8;135.066
2015;201507;7;Tancs;11;Exterior;E;59;813.887
2015;201507;7;Granelers;12;Cabotatge;C;1;14.116
2015;201507;7;Granelers;12;Exterior;E;7;179.239
2015;201507;7;Càrrega (Lo-Lo);13;Cabotatge;C;3;16.778
2015;201507;7;Càrrega (Lo-Lo);13;Exterior;E;35;156.575
2015;201507;7;Petroliers;14;Exterior;E;4;217.308
2015;201507;7;Transbordadors;15;Cabotatge;C;199;4.767.730
2015;201507;7;Transbordadors;15;Exterior;E;85;3.350.105
2015;201507;7;Passatge;16;Cabotatge;C;1;68.870
2015;201507;7;Passatge;16;Exterior;E;67;6.627.704
2015;201507;7;Portacontenidors;17;Cabotatge;C;28;395.906
2015;201507;7;Portacontenidors;17;Exterior;E;154;7.406.479
2015;201507;7;Ro-Ro;20;Cabotatge;C;9;157.545
2015;201507;7;Ro-Ro;20;Exterior;E;29;1.033.160
2015;201507;7;Car-carrier;21;Cabotatge;C;5;76.120
2015;201507;7;Car-carrier;21;Exterior;E;47;1.825.910
2015;201508;8;Tancs;11;Cabotatge;C;3;16.899
2015;201508;8;Tancs;11;Exterior;E;60;804.776
2015;201508;8;Granelers;12;Exterior;E;7;204.126
2015;201508;8;Càrrega (Lo-Lo);13;Cabotatge;C;2;5.580
2015;201508;8;Càrrega (Lo-Lo);13;Exterior;E;45;191.096
2015;201508;8;Petroliers;14;Exterior;E;2;127.420
2015;201508;8;Transbordadors;15;Cabotatge;C;207;4.829.136
2015;201508;8;Transbordadors;15;Exterior;E;77;3.065.214
2015;201508;8;Passatge;16;Cabotatge;C;1;17.235
2015;201508;8;Passatge;16;Exterior;E;75;7.435.645
2015;201508;8;Portacontenidors;17;Cabotatge;C;25;294.036
2015;201508;8;Portacontenidors;17;Exterior;E;155;7.149.842
2015;201508;8;Ro-Ro;20;Cabotatge;C;5;87.525
2015;201508;8;Ro-Ro;20;Exterior;E;30;1.044.275
2015;201508;8;Car-carrier;21;Cabotatge;C;3;46.809
2015;201508;8;Car-carrier;21;Exterior;E;37;1.875.712
2015;201509;9;Tancs;11;Cabotatge;C;9;71.085
2015;201509;9;Tancs;11;Exterior;E;62;1.252.451
2015;201509;9;Granelers;12;Exterior;E;10;293.056
2015;201509;9;Càrrega (Lo-Lo);13;Cabotatge;C;2;10.670
2015;201509;9;Càrrega (Lo-Lo);13;Exterior;E;48;239.283
2015;201509;9;Petroliers;14;Cabotatge;C;1;7.313
2015;201509;9;Petroliers;14;Exterior;E;3;127.321
2015;201509;9;Transbordadors;15;Cabotatge;C;164;4.245.219
2015;201509;9;Transbordadors;15;Exterior;E;84;3.291.204
2015;201509;9;Passatge;16;Cabotatge;C;5;223.816
2015;201509;9;Passatge;16;Exterior;E;80;7.324.396
2015;201509;9;Portacontenidors;17;Cabotatge;C;27;311.769
2015;201509;9;Portacontenidors;17;Exterior;E;147;7.109.350
2015;201509;9;Ro-Ro;20;Cabotatge;C;4;70.020
2015;201509;9;Ro-Ro;20;Exterior;E;36;1.189.372
2015;201509;9;Car-carrier;21;Cabotatge;C;5;97.721
2015;201509;9;Car-carrier;21;Exterior;E;47;1.745.432
2015;201510;10;Tancs;11;Cabotatge;C;11;79.783
2015;201510;10;Tancs;11;Exterior;E;62;848.096
2015;201510;10;Granelers;12;Exterior;E;12;334.089
2015;201510;10;Càrrega (Lo-Lo);13;Cabotatge;C;5;31.256
2015;201510;10;Càrrega (Lo-Lo);13;Exterior;E;40;151.450
2015;201510;10;Petroliers;14;Exterior;E;2;201.421
2015;201510;10;Transbordadors;15;Cabotatge;C;131;3.307.357
2015;201510;10;Transbordadors;15;Exterior;E;74;2.988.772
2015;201510;10;Passatge;16;Cabotatge;C;7;166.867
2015;201510;10;Passatge;16;Exterior;E;108;9.394.004
2015;201510;10;Portacontenidors;17;Cabotatge;C;27;284.794
2015;201510;10;Portacontenidors;17;Exterior;E;161;6.795.836
2015;201510;10;Ro-Ro;20;Cabotatge;C;5;85.244
2015;201510;10;Ro-Ro;20;Exterior;E;37;1.224.643
2015;201510;10;Car-carrier;21;Cabotatge;C;4;58.784
2015;201510;10;Car-carrier;21;Exterior;E;59;2.348.768
2015;201511;11;Tancs;11;Cabotatge;C;5;23.383
2015;201511;11;Tancs;11;Exterior;E;56;967.490
2015;201511;11;Granelers;12;Exterior;E;9;278.182
2015;201511;11;Càrrega (Lo-Lo);13;Cabotatge;C;2;12.362
2015;201511;11;Càrrega (Lo-Lo);13;Exterior;E;42;242.079
2015;201511;11;Petroliers;14;Exterior;E;7;344.965
2015;201511;11;Transbordadors;15;Cabotatge;C;120;2.846.452
2015;201511;11;Transbordadors;15;Exterior;E;70;2.821.984
2015;201511;11;Passatge;16;Cabotatge;C;6;296.865
2015;201511;11;Passatge;16;Exterior;E;62;6.057.669
2015;201511;11;Portacontenidors;17;Cabotatge;C;27;360.445
2015;201511;11;Portacontenidors;17;Exterior;E;150;6.318.688
2015;201511;11;Ro-Ro;20;Cabotatge;C;9;148.421
2015;201511;11;Ro-Ro;20;Exterior;E;39;1.320.051
2015;201511;11;Car-carrier;21;Cabotatge;C;1;13.112
2015;201511;11;Car-carrier;21;Exterior;E;39;1.676.803
2015;201512;12;Tancs;11;Cabotatge;C;10;95.545
2015;201512;12;Tancs;11;Exterior;E;68;1.025.477
2015;201512;12;Granelers;12;Exterior;E;13;375.362
2015;201512;12;Càrrega (Lo-Lo);13;Cabotatge;C;1;2.998
2015;201512;12;Càrrega (Lo-Lo);13;Exterior;E;52;253.298
2015;201512;12;Petroliers;14;Cabotatge;C;1;43.357
2015;201512;12;Petroliers;14;Exterior;E;6;419.501
2015;201512;12;Transbordadors;15;Cabotatge;C;127;3.194.444
2015;201512;12;Transbordadors;15;Exterior;E;63;2.605.140
2015;201512;12;Passatge;16;Cabotatge;C;1;68.870
2015;201512;12;Passatge;16;Exterior;E;26;2.624.321
2015;201512;12;Portacontenidors;17;Cabotatge;C;29;337.476
2015;201512;12;Portacontenidors;17;Exterior;E;160;6.619.160
2015;201512;12;Ro-Ro;20;Cabotatge;C;9;148.421
2015;201512;12;Ro-Ro;20;Exterior;E;47;1.564.150
2015;201512;12;Car-carrier;21;Cabotatge;C;3;112.029
2015;201512;12;Car-carrier;21;Exterior;E;51;1.992.742
2016;201601;1;Tancs;11;Cabotatge;C;8;63.301
2016;201601;1;Tancs;11;Exterior;E;53;902.859
2016;201601;1;Granelers;12;Exterior;E;8;226.838
2016;201601;1;Càrrega (Lo-Lo);13;Cabotatge;C;4;17.953
2016;201601;1;Càrrega (Lo-Lo);13;Exterior;E;43;180.891
2016;201601;1;Petroliers;14;Exterior;E;3;225.986
2016;201601;1;Transbordadors;15;Cabotatge;C;119;3.165.689
2016;201601;1;Transbordadors;15;Exterior;E;54;2.488.021
2016;201601;1;Passatge;16;Exterior;E;16;1.861.036
2016;201601;1;Portacontenidors;17;Cabotatge;C;20;264.652
2016;201601;1;Portacontenidors;17;Exterior;E;149;6.495.168
2016;201601;1;Ro-Ro;20;Cabotatge;C;8;130.916
2016;201601;1;Ro-Ro;20;Exterior;E;60;1.853.882
2016;201601;1;Car-carrier;21;Cabotatge;C;2;35.581
2016;201601;1;Car-carrier;21;Exterior;E;31;1.459.305
2016;201602;2;Tancs;11;Cabotatge;C;10;102.684
2016;201602;2;Tancs;11;Exterior;E;57;941.353
2016;201602;2;Granelers;12;Exterior;E;6;147.004
2016;201602;2;Càrrega (Lo-Lo);13;Cabotatge;C;3;18.640
2016;201602;2;Càrrega (Lo-Lo);13;Exterior;E;41;166.660
2016;201602;2;Petroliers;14;Exterior;E;4;98.863
2016;201602;2;Transbordadors;15;Cabotatge;C;121;3.272.351
2016;201602;2;Transbordadors;15;Exterior;E;40;1.889.766
2016;201602;2;Passatge;16;Exterior;E;19;2.265.098
2016;201602;2;Portacontenidors;17;Cabotatge;C;21;329.184
2016;201602;2;Portacontenidors;17;Exterior;E;160;6.562.339
2016;201602;2;Ro-Ro;20;Cabotatge;C;8;130.916
2016;201602;2;Ro-Ro;20;Exterior;E;59;1.945.825
2016;201602;2;Car-carrier;21;Cabotatge;C;1;16.361
2016;201602;2;Car-carrier;21;Exterior;E;42;1.804.271
2016;201603;3;Tancs;11;Cabotatge;C;11;101.979
2016;201603;3;Tancs;11;Exterior;E;73;1.295.196
2016;201603;3;Granelers;12;Exterior;E;17;453.835
2016;201603;3;Càrrega (Lo-Lo);13;Cabotatge;C;2;6.162
2016;201603;3;Càrrega (Lo-Lo);13;Exterior;E;44;207.168
2016;201603;3;Petroliers;14;Exterior;E;1;7.884
2016;201603;3;Transbordadors;15;Cabotatge;C;138;3.594.067
2016;201603;3;Transbordadors;15;Exterior;E;48;2.050.547
2016;201603;3;Passatge;16;Cabotatge;C;1;155.873
2016;201603;3;Passatge;16;Exterior;E;23;2.581.562
2016;201603;3;Portacontenidors;17;Cabotatge;C;27;375.655
2016;201603;3;Portacontenidors;17;Exterior;E;161;6.901.149
2016;201603;3;Ro-Ro;20;Cabotatge;C;16;261.642
2016;201603;3;Ro-Ro;20;Exterior;E;65;2.131.282
2016;201603;3;Car-carrier;21;Cabotatge;C;1;13.112
2016;201603;3;Car-carrier;21;Exterior;E;58;2.500.085
2016;201604;4;Tancs;11;Cabotatge;C;9;101.565
2016;201604;4;Tancs;11;Exterior;E;56;928.730
2016;201604;4;Granelers;12;Exterior;E;10;288.791
2016;201604;4;Càrrega (Lo-Lo);13;Cabotatge;C;3;21.949
2016;201604;4;Càrrega (Lo-Lo);13;Exterior;E;45;190.912
2016;201604;4;Petroliers;14;Exterior;E;1;7.891
2016;201604;4;Transbordadors;15;Cabotatge;C;137;3.618.661
2016;201604;4;Transbordadors;15;Exterior;E;61;2.689.483
2016;201604;4;Passatge;16;Cabotatge;C;7;264.936
2016;201604;4;Passatge;16;Exterior;E;73;6.260.560
2016;201604;4;Portacontenidors;17;Cabotatge;C;27;409.074
2016;201604;4;Portacontenidors;17;Exterior;E;175;7.049.570
2016;201604;4;Ro-Ro;20;Cabotatge;C;17;286.180
2016;201604;4;Ro-Ro;20;Exterior;E;66;2.200.283
2016;201604;4;Car-carrier;21;Cabotatge;C;1;21.143
2016;201604;4;Car-carrier;21;Exterior;E;49;2.061.485
2016;201605;5;Tancs;11;Cabotatge;C;12;91.169
2016;201605;5;Tancs;11;Exterior;E;72;958.901
2016;201605;5;Granelers;12;Exterior;E;15;342.318
2016;201605;5;Càrrega (Lo-Lo);13;Cabotatge;C;4;17.790
2016;201605;5;Càrrega (Lo-Lo);13;Exterior;E;60;297.484
2016;201605;5;Petroliers;14;Exterior;E;3;224.169
2016;201605;5;Transbordadors;15;Cabotatge;C;148;3.947.749
2016;201605;5;Transbordadors;15;Exterior;E;55;2.457.663
2016;201605;5;Passatge;16;Cabotatge;C;15;461.308
2016;201605;5;Passatge;16;Exterior;E;76;6.789.197
2016;201605;5;Portacontenidors;17;Cabotatge;C;22;328.381
2016;201605;5;Portacontenidors;17;Exterior;E;172;7.302.512
2016;201605;5;Ro-Ro;20;Cabotatge;C;17;308.193
2016;201605;5;Ro-Ro;20;Exterior;E;63;2.127.639
2016;201605;5;Car-carrier;21;Exterior;E;53;2.239.795
2016;201606;6;Tancs;11;Cabotatge;C;9;100.062
2016;201606;6;Tancs;11;Exterior;E;87;1.301.480
2016;201606;6;Granelers;12;Cabotatge;C;1;13.579
2016;201606;6;Granelers;12;Exterior;E;13;296.753
2016;201606;6;Càrrega (Lo-Lo);13;Cabotatge;C;1;7.775
2016;201606;6;Càrrega (Lo-Lo);13;Exterior;E;57;297.887
2016;201606;6;Petroliers;14;Exterior;E;1;27.627
2016;201606;6;Transbordadors;15;Cabotatge;C;164;4.268.163
2016;201606;6;Transbordadors;15;Exterior;E;59;2.461.654
2016;201606;6;Passatge;16;Cabotatge;C;6;520.671
2016;201606;6;Passatge;16;Exterior;E;59;5.939.781
2016;201606;6;Portacontenidors;17;Cabotatge;C;24;296.248
2016;201606;6;Portacontenidors;17;Exterior;E;167;7.576.011
2016;201606;6;Ro-Ro;20;Cabotatge;C;15;253.451
2016;201606;6;Ro-Ro;20;Exterior;E;74;2.457.210
2016;201606;6;Car-carrier;21;Cabotatge;C;1;13.112
2016;201606;6;Car-carrier;21;Exterior;E;55;2.158.871
2016;201607;7;Tancs;11;Cabotatge;C;4;48.118
2016;201607;7;Tancs;11;Exterior;E;71;1.183.198
2016;201607;7;Granelers;12;Exterior;E;8;169.609
2016;201607;7;Càrrega (Lo-Lo);13;Cabotatge;C;1;7.087
2016;201607;7;Càrrega (Lo-Lo);13;Exterior;E;47;247.028
2016;201607;7;Petroliers;14;Exterior;E;5;349.950
2016;201607;7;Transbordadors;15;Cabotatge;C;198;5.094.493
2016;201607;7;Transbordadors;15;Exterior;E;59;2.608.280
2016;201607;7;Passatge;16;Cabotatge;C;4;360.330
2016;201607;7;Passatge;16;Exterior;E;77;7.614.980
2016;201607;7;Portacontenidors;17;Cabotatge;C;23;349.540
2016;201607;7;Portacontenidors;17;Exterior;E;167;7.849.150
2016;201607;7;Ro-Ro;20;Cabotatge;C;19;321.190
2016;201607;7;Ro-Ro;20;Exterior;E;69;2.172.317
2016;201607;7;Car-carrier;21;Exterior;E;57;2.428.901
2016;201608;8;Tancs;11;Cabotatge;C;6;62.776
2016;201608;8;Tancs;11;Exterior;E;70;808.767
2016;201608;8;Granelers;12;Exterior;E;12;283.337
2016;201608;8;Càrrega (Lo-Lo);13;Cabotatge;C;2;9.228
2016;201608;8;Càrrega (Lo-Lo);13;Exterior;E;54;271.804
2016;201608;8;Petroliers;14;Exterior;E;3;163.970
2016;201608;8;Transbordadors;15;Cabotatge;C;214;5.460.210
2016;201608;8;Transbordadors;15;Exterior;E;67;2.811.542
2016;201608;8;Passatge;16;Cabotatge;C;6;345.895
2016;201608;8;Passatge;16;Exterior;E;79;7.462.293
2016;201608;8;Portacontenidors;17;Cabotatge;C;22;230.234
2016;201608;8;Portacontenidors;17;Exterior;E;160;7.725.467
2016;201608;8;Ro-Ro;20;Cabotatge;C;14;240.508
2016;201608;8;Ro-Ro;20;Exterior;E;43;1.365.233
2016;201608;8;Car-carrier;21;Exterior;E;40;1.820.393
2016;201609;9;Tancs;11;Cabotatge;C;10;78.235
2016;201609;9;Tancs;11;Exterior;E;62;917.926
2016;201609;9;Granelers;12;Cabotatge;C;1;33.033
2016;201609;9;Granelers;12;Exterior;E;16;395.087
2016;201609;9;Càrrega (Lo-Lo);13;Cabotatge;C;6;33.610
2016;201609;9;Càrrega (Lo-Lo);13;Exterior;E;49;212.203
2016;201609;9;Petroliers;14;Exterior;E;1;7.891
2016;201609;9;Transbordadors;15;Cabotatge;C;186;4.733.777
2016;201609;9;Transbordadors;15;Exterior;E;73;2.985.782
2016;201609;9;Passatge;16;Cabotatge;C;8;569.406
2016;201609;9;Passatge;16;Exterior;E;84;7.970.144
2016;201609;9;Portacontenidors;17;Cabotatge;C;23;264.099
2016;201609;9;Portacontenidors;17;Exterior;E;163;7.172.114
2016;201609;9;Ro-Ro;20;Cabotatge;C;13;216.160
2016;201609;9;Ro-Ro;20;Exterior;E;52;1.714.043
2016;201609;9;Car-carrier;21;Cabotatge;C;1;13.112
2016;201609;9;Car-carrier;21;Exterior;E;47;2.023.527
2016;201610;10;Tancs;11;Cabotatge;C;4;35.570
2016;201610;10;Tancs;11;Exterior;E;56;849.880
2016;201610;10;Granelers;12;Exterior;E;12;272.160
2016;201610;10;Càrrega (Lo-Lo);13;Cabotatge;C;3;11.333
2016;201610;10;Càrrega (Lo-Lo);13;Exterior;E;53;232.923
2016;201610;10;Petroliers;14;Exterior;E;3;166.369
2016;201610;10;Transbordadors;15;Cabotatge;C;146;3.772.413
2016;201610;10;Transbordadors;15;Exterior;E;77;3.112.073
2016;201610;10;Passatge;16;Cabotatge;C;13;660.935
2016;201610;10;Passatge;16;Exterior;E;106;9.919.428
2016;201610;10;Portacontenidors;17;Cabotatge;C;22;307.486
2016;201610;10;Portacontenidors;17;Exterior;E;158;7.148.866
2016;201610;10;Ro-Ro;20;Cabotatge;C;13;218.441
2016;201610;10;Ro-Ro;20;Exterior;E;50;1.647.728
2016;201610;10;Car-carrier;21;Cabotatge;C;1;13.112
2016;201610;10;Car-carrier;21;Exterior;E;57;2.441.977
2016;201611;11;Tancs;11;Cabotatge;C;5;53.647
2016;201611;11;Tancs;11;Exterior;E;52;748.756
2016;201611;11;Granelers;12;Exterior;E;14;315.114
2016;201611;11;Càrrega (Lo-Lo);13;Cabotatge;C;4;23.293
2016;201611;11;Càrrega (Lo-Lo);13;Exterior;E;48;266.022
2016;201611;11;Petroliers;14;Exterior;E;4;256.993
2016;201611;11;Transbordadors;15;Cabotatge;C;149;3.876.448
2016;201611;11;Transbordadors;15;Exterior;E;65;2.844.555
2016;201611;11;Passatge;16;Cabotatge;C;7;252.399
2016;201611;11;Passatge;16;Exterior;E;49;4.254.709
2016;201611;11;Portacontenidors;17;Cabotatge;C;23;263.282
2016;201611;11;Portacontenidors;17;Exterior;E;149;6.040.673
2016;201611;11;Ro-Ro;20;Cabotatge;C;11;183.431
2016;201611;11;Ro-Ro;20;Exterior;E;53;1.745.982
2016;201611;11;Car-carrier;21;Cabotatge;C;2;26.224
2016;201611;11;Car-carrier;21;Exterior;E;48;2.022.638
2016;201612;12;Tancs;11;Cabotatge;C;6;89.767
2016;201612;12;Tancs;11;Exterior;E;68;1.074.413
2016;201612;12;Granelers;12;Exterior;E;12;365.022
2016;201612;12;Càrrega (Lo-Lo);13;Cabotatge;C;3;18.755
2016;201612;12;Càrrega (Lo-Lo);13;Exterior;E;52;227.940
2016;201612;12;Petroliers;14;Exterior;E;2;140.977
2016;201612;12;Transbordadors;15;Cabotatge;C;151;3.923.629
2016;201612;12;Transbordadors;15;Exterior;E;71;3.000.430
2016;201612;12;Passatge;16;Exterior;E;30;2.723.152
2016;201612;12;Portacontenidors;17;Cabotatge;C;25;415.500
2016;201612;12;Portacontenidors;17;Exterior;E;168;7.207.009
2016;201612;12;Ro-Ro;20;Cabotatge;C;12;198.655
2016;201612;12;Ro-Ro;20;Exterior;E;56;1.785.758
2016;201612;12;Car-carrier;21;Exterior;E;46;1.990.548
2017;201701;1;Tancs;11;Cabotatge;C;10;89.813
2017;201701;1;Tancs;11;Exterior;E;61;1.125.895
2017;201701;1;Granelers;12;Exterior;E;4;110.235
2017;201701;1;Càrrega (Lo-Lo);13;Cabotatge;C;6;27.370
2017;201701;1;Càrrega (Lo-Lo);13;Exterior;E;44;204.018
2017;201701;1;Petroliers;14;Exterior;E;5;175.690
2017;201701;1;Transbordadors;15;Cabotatge;C;135;3.429.851
2017;201701;1;Transbordadors;15;Exterior;E;60;2.486.262
2017;201701;1;Passatge;16;Exterior;E;15;1.632.841
2017;201701;1;Portacontenidors;17;Cabotatge;C;22;317.548
2017;201701;1;Portacontenidors;17;Exterior;E;151;6.408.290
